"","name","transfer.date","club.from","club.to","transfer.fee","positions","nationality","birth_place","appearances","total.goals","total.assists","substitutions_in","substitutions_out","yellowcards","secondyellow","redcards","penaltygoals","minutes.pr.goal","total.minutes.played","contract.left.month","birth.date","transferage","league","Status"
"557","Marten de Roon","2015/7/11","SC Heerenveen","Atalanta",1110000,"
                                Midfield                            ","Netherlands","Zwijndrecht",37,1,2,0,0,10,1,0,1,3251,3251,23.6550308008214,"1991/3/29",24.2847364818617,"Serie A","Buttom Club"
"558","Andrea Petagna","2016/1/25","AC Milan","Atalanta",850000,"
                                Attacker                            ","Italy","Trieste",27,1,3,16,16,3,0,0,0,945,945,29.1416837782341,"1995/6/30",20.5722108145106,"Serie A","Buttom Club"
"559","Luca Valzania","2015/7/1","AC Cesena","Atalanta",765000,"
                                Midfield                            ","Italy","Cesena",8,0,0,0,0,3,0,0,0,NA,637,NA,"1996/3/5",19.3210130047912,"Serie A","Buttom Club"
"560","Gaetano Monachello","2015/7/23","Monaco","Atalanta",425000,"
                                Attacker                            ","Italy","Agrigento",36,7,2,16,16,8,0,0,0,268,1878,11.2689938398357,"1994/3/3",21.388090349076,"Serie A","Buttom Club"
"561","Franck Kessié","2015/7/1","Stella Club","Atalanta",255000,"
                                Midfield                            ","Cote d'Ivoire","Ouragahio",7,0,0,0,0,0,0,0,0,NA,630,23.9835728952772,"1996/12/19",18.5297741273101,"Serie A","Buttom Club"
"562","Marco Borriello","2016/1/28","Carpi","Atalanta",0,"
                                Attacker                            ","Italy","Napoli",9,0,2,5,5,2,0,0,0,NA,333,5.05954825462012,"1982/6/18",33.6125941136208,"Serie A","Buttom Club"
"563","Marco Borriello","2016/1/28","Carpi","Atalanta",0,"
                                Attacker                            ","Italy","Napoli",9,0,2,5,5,2,0,0,0,NA,333,5.05954825462012,"1982/6/18",33.6125941136208,"Serie A","Buttom Club"
"564","Marcos De Paula","2015/7/14","Chievo Verona","Atalanta",0,"
                                Attacker                            ","Brazil","Bariri",25,1,2,13,13,2,0,0,0,1195,1195,NA,"1983/12/19",31.5674195756331,"Serie A","Buttom Club"
"565","Berat Djimsiti","2016/1/18","FC Zürich","Atalanta",0,"
                                Defender                            ","Albania","Zürich",43,3,1,2,2,8,0,0,0,1228,3685,5.38809034907598,"1993/2/19",22.9103353867214,"Serie A","Buttom Club"
"566","Mattia Destro","2015/8/20","AS Roma","Bologna",7230000,"
                                Attacker                            ","Italy","Ascoli Piceno",34,8,0,13,13,5,0,0,0,237,1893,22.3408624229979,"1991/3/20",24.4188911704312,"Serie A","Promoted"
"567","Ibrahima Mbaye","2015/7/1","Inter","Bologna",2980000,"
                                Defender                            ","Senegal","Guédiawaye",18,1,0,5,5,3,1,0,0,1123,1123,23.9835728952772,"1994/11/19",20.6132785763176,"Serie A","Promoted"
"568","Luca Rossettini","2015/7/1","Cagliari Calcio","Bologna",2130000,"
                                Defender                            ","Italy","Padova",34,3,2,0,0,12,0,0,0,1015,3045,NA,"1985/5/9",30.1437371663244,"Serie A","Promoted"
"569","Erick Pulgar","2015/8/7","CDUC","Bologna",1940000,"
                                Midfield                            ","Chile","Antofagasta",37,7,3,0,0,11,0,0,0,474,3317,22.7679671457906,"1994/1/15",21.5578370978782,"Serie A","Promoted"
"570","Anthony Mounier","2015/8/29","Montpellier","Bologna",1700000,"
                                Attacker                            ","France","Aubenas",38,9,8,1,1,2,0,0,1,358,3226,10.0533880903491,"1987/9/27",27.9206023271732,"Serie A","Promoted"
"571","Filippo Falco","2016/1/31","Lecce","Bologna",1020000,"
                                Attacker                            ","Italy","Taranto",34,2,12,7,7,5,0,0,0,1195,2389,16.952772073922,"1992/2/11",23.9698836413415,"Serie A","Promoted"
"572","Marco Crimi","2015/8/20","Latina Calcio","Bologna",850000,"
                                Midfield                            ","Italy","Messina",41,2,3,0,0,10,1,0,0,1741,3481,10.3490759753593,"1990/3/17",25.4264202600958,"Serie A","Promoted"
"573","Amadou Diawara","2015/7/1","San Marino C.","Bologna",510000,"
                                Midfield                            ","Guine","Conakry",15,0,0,0,0,4,0,0,0,NA,1328,NA,"1997/7/17",17.9548254620123,"Serie A","Promoted"
"574","Sergio Floccari","2016/1/11","Sassuolo","Bologna",425000,"
                                Attacker                            ","Italy","Vibo Valentia",29,2,0,18,18,1,0,0,0,545,1089,5.61806981519507,"1981/11/12",34.1629021218344,"Serie A","Promoted"
"575","Emil Krafth","2015/8/21","Helsingborgs IF","Bologna",425000,"
                                Defender                            ","Sweden","Stockholm",12,1,1,0,0,2,0,0,0,1071,1071,10.3162217659138,"1994/8/2",21.0513347022587,"Serie A","Promoted"
"576","Franco Brienza","2015/7/24","AC Cesena","Bologna",0,"
                                Midfield                            ","Italy","Cantù",31,8,6,1,1,2,0,0,3,324,2595,NA,"1979/3/19",36.3477070499658,"Serie A","Promoted"
"577","Matteo Brighi","2015/7/20","Sassuolo","Bologna",0,"
                                Midfield                            ","Italy","Rimini",24,0,0,9,9,4,0,0,0,NA,1318,NA,"1981/2/14",34.425735797399,"Serie A","Promoted"
"578","Nicolás Spolli","2015/7/23","Catania","Carpi",0,"
                                Defender                            ","Argentina","Coronel Bogado",18,0,0,2,2,9,0,1,0,NA,1376,11.2689938398357,"1983/2/20",32.4188911704312,"Serie A","Promoted"
"579","Nicolás Spolli","2015/7/23","Catania","Carpi",0,"
                                Defender                            ","Argentina","Coronel Bogado",18,0,0,2,2,9,0,1,0,NA,1376,11.2689938398357,"1983/2/20",32.4188911704312,"Serie A","Promoted"
"580","Cristian Zaccardo","2015/8/31","AC Milan","Carpi",0,"
                                Defender                            ","Italy","Formigine",3,1,1,0,0,0,0,1,0,210,210,9.98767967145791,"1981/12/21",33.6919917864476,"Serie A","Promoted"
"581","Andrea Lazzari","2015/7/20","Fiorentina","Carpi",0,"
                                Midfield                            ","Italy","Bergamo",9,0,1,5,5,0,0,0,0,NA,343,NA,"1984/12/3",30.6255989048597,"Serie A","Promoted"
"582","Ryan Hiwat","2015/8/28","PSV U19","Carpi",0,"
                                Midfield                            ","Netherlands","Rotterdam",19,5,0,5,5,0,0,0,0,235,1174,NA,"1996/3/5",19.4798083504449,"Serie A","Promoted"
"583","Kamil Wilczek","2015/7/1","Piast Gliwice","Carpi",0,"
                                Attacker                            ","Poland","Wodzislaw Slaski",37,20,3,3,3,2,0,0,2,151,3013,NA,"1988/1/24",27.4332648870637,"Serie A","Promoted"
"584","Raphael Martinho","2015/7/28","Catania","Carpi",0,"
                                Midfield                            ","Brazil","Campo Grande",22,4,5,5,5,6,0,0,0,371,1483,NA,"1988/4/15",27.2826830937714,"Serie A","Promoted"
"585","Fabio Daprelà","2016/1/4","US Palermo","Carpi",0,"
                                Defender                            ","Switzerland","Zürich",22,0,0,11,11,3,0,0,0,NA,1049,5.84804928131417,"1991/2/19",24.8733744010951,"Serie A","Promoted"
"586","Oliver Kragl","2016/1/4","SV  Ried","Frosinone",340000,"
                                Midfield                            ","Germany","Wolfsburg",34,3,10,2,2,7,0,0,0,949,2847,5.84804928131417,"1990/5/12",25.6481861738535,"Serie A","Promoted"
"587","Aleksandar Tonev","2015/8/27","Aston Villa","Frosinone",0,"
                                Attacker                            ","Bulgaria","Elin Pelin",13,0,1,9,9,2,0,0,0,NA,487,22.1108829568789,"1990/2/3",25.5605749486653,"Serie A","Promoted"
"588","Modibo Diakité","2015/7/10","Cagliari Calcio","Frosinone",0,"
                                Defender                            ","France","Bourg-La-Reine",12,0,1,1,1,2,0,1,0,NA,985,NA,"1987/3/2",28.3559206023272,"Serie A","Promoted"
"589","Modibo Diakité","2015/7/10","Cagliari Calcio","Frosinone",0,"
                                Defender                            ","France","Bourg-La-Reine",12,0,1,1,1,2,0,1,0,NA,985,NA,"1987/3/2",28.3559206023272,"Serie A","Promoted"
"590","Ángel Di María","2015/8/6","Manchester Utd.","Paris SG",53550000,"
                                Attacker                            ","Argentina","Rosario",33,4,12,9,9,1,1,0,0,504,2016,46.7843942505133,"1988/2/14",27.4743326488706,"Ligue 1","Top Club"
"591","Layvin Kurzawa","2015/8/27","Monaco","Paris SG",21250000,"
                                Defender                            ","France","Fréjus",39,0,5,6,6,3,0,0,0,NA,3000,34.1026694045175,"1992/9/4",22.9760438056126,"Ligue 1","Top Club"
"592","Serge Aurier","2015/7/1","Toulouse","Paris SG",8500000,"
                                Defender                            ","Cote d'Ivoire","Ouragahio",16,1,7,2,2,2,0,0,0,1314,1314,11.9917864476386,"1992/12/24",22.5160848733744,"Ligue 1","Top Club"
"593","Benjamin Stambouli","2015/7/21","Spurs","Paris SG",7310000,"
                                Midfield                            ","France","Marseille",27,1,0,8,8,6,0,0,0,1673,1673,47.3100616016427,"1990/8/13",24.9363449691992,"Ligue 1","Top Club"
"594","Gustavo","2015/8/28","FC São Paulo B","Paris SG",0,"
                                Midfield                            ","Brazil","Piracicaba (SP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996/4/5",19.3949349760438,"Ligue 1","Top Club"
"595","Sergi Darder","2015/8/29","Málaga CF","Olympique Lyon",11140000,"
                                Midfield                            ","Spain","Artà",36,4,0,3,3,11,0,1,0,698,2792,34.0369609856263,"1993/12/22",21.6837782340862,"Ligue 1","Top Club"
"596","Mapou Yanga-Mbiwa","2015/8/14","AS Roma","Olympique Lyon",7990000,"
                                Defender                            ","France","Bangui",38,1,1,7,7,9,0,0,0,2914,2914,NA,"1989/5/15",26.2477754962355,"Ligue 1","Top Club"
"597","Claudio Beauvue","2015/7/1","Guingamp","Olympique Lyon",5100000,"
                                Attacker                            ","Guadeloupe","Saint-Claude",52,27,6,4,4,2,0,0,7,160,4308,NA,"1988/4/16",27.2060232717317,"Ligue 1","Top Club"
"598","Claudio Beauvue","2015/7/1","Guingamp","Olympique Lyon",5100000,"
                                Attacker                            ","Guadeloupe","Saint-Claude",52,27,6,4,4,2,0,0,7,160,4308,NA,"1988/4/16",27.2060232717317,"Ligue 1","Top Club"
"599","Mathieu Valbuena","2015/8/11","Dinamo Moscow","Olympique Lyon",5100000,"
                                Midfield                            ","France","Bruges",36,4,15,2,2,5,0,0,0,721,2885,NA,"1984/9/28",30.8665297741273,"Ligue 1","Top Club"
"600","Rafael","2015/8/3","Manchester Utd.","Olympique Lyon",2720000,"
                                Defender                            ","Brazil","Petrópolis",17,1,1,4,4,3,0,0,0,1099,1099,NA,"1990/7/9",25.0677618069815,"Ligue 1","Top Club"
"601","Lucas Tousart","2015/8/31","FC Valenciennes","Olympique Lyon",2210000,"
                                Midfield                            ","France","Arras",18,0,0,0,0,4,0,0,0,NA,1573,NA,"1997/4/29",18.3381245722108,"Ligue 1","Top Club"
"602","Olivier Kemen","2015/8/31","Newcastle U23","Olympique Lyon",680000,"
                                Midfield                            ","France","Douala",14,2,2,3,3,3,0,0,0,533,1065,NA,"1996/7/20",19.1129363449692,"Ligue 1","Top Club"
"603","Jérémy Morel","2015/7/1","Marseille","Olympique Lyon",0,"
                                Defender                            ","France","Lorient",32,1,1,1,1,6,0,1,0,2799,2799,NA,"1984/4/2",31.2443531827515,"Ligue 1","Top Club"
"604","Adama Traoré","2015/7/10","LOSC Lille","Monaco",11900000,"
                                Attacker                            ","Spain","L'Hospitalet de ...",39,4,14,9,9,10,0,0,0,723,2892,47.6714579055441,"1996/1/25",19.4551676933607,"Ligue 1","Top Club"
"605","Adama Traoré","2015/7/10","LOSC Lille","Monaco",11900000,"
                                Midfield                            ","Mali","Bamako",24,2,1,10,10,3,0,0,0,668,1336,47.6714579055441,"1995/6/28",20.0328542094456,"Ligue 1","Top Club"
"606","Rony Lopes","2015/8/28","Manchester City","Monaco",10200000,"
                                Midfield                            ","Portugal","Belém",27,3,3,8,8,4,0,1,0,536,1609,10.0862422997947,"1995/12/28",19.6659822039699,"Ligue 1","Top Club"
"607","Jemerson","2016/1/31","Atlético-MG","Monaco",9350000,"
                                Defender                            ","Brazil","Jeremoabo",44,4,0,0,0,11,0,0,0,990,3960,46.9815195071869,"1992/8/24",23.4360027378508,"Ligue 1","Top Club"
"608","Gabriel Boschilia","2015/8/11","São Paulo","Monaco",7700000,"
                                Midfield                            ","Brazil","Piracicaba",14,3,0,12,12,0,0,0,0,108,323,48.788501026694,"1996/3/5",19.4332648870637,"Ligue 1","Top Club"
"609","Guido Carrillo","2015/7/1","Estudiantes","Monaco",7650000,"
                                Attacker                            ","Argentina","Magdalena",43,19,4,8,8,1,0,0,3,174,3301,NA,"1991/5/25",24.1013004791239,"Ligue 1","Top Club"
"610","Fabinho","2015/7/1","Rio Ave FC","Monaco",5100000,"
                                Defender                            ","Brazil","Campinas",53,2,1,3,3,7,0,0,0,2315,4629,35.9753593429158,"1993/10/23",21.6865160848734,"Ligue 1","Top Club"
"611","Thomas Lemar","2015/7/1","SM Caen","Monaco",3400000,"
                                Midfield                            ","France","Baie-Mahault",26,1,5,19,19,1,0,0,0,836,836,23.9835728952772,"1995/11/12",19.6331279945243,"Ligue 1","Top Club"
"612","Corentin Jean","2015/7/1","Troyes","Monaco",3400000,"
                                Attacker                            ","France","Blois",30,10,2,6,6,0,0,1,0,191,1913,11.9917864476386,"1995/7/15",19.9616700889801,"Ligue 1","Top Club"
"613","Farès Bahlouli","2015/7/1","Olympique Lyon","Monaco",2980000,"
                                Midfield                            ","France","Lyon",6,0,0,5,5,0,0,0,0,NA,133,23.9835728952772,"1995/4/8",20.2299794661191,"Ligue 1","Top Club"
"614","Vágner Love","2016/1/13","Corinthians","Monaco",1280000,"
                                Attacker                            ","Brazil","Rio de Janeiro",34,14,5,4,4,3,0,0,0,178,2497,5.5523613963039,"1984/6/11",31.5893223819302,"Ligue 1","Top Club"
"615","Lucas Ocampos","2015/7/1","Monaco","Marseille",6380000,"
                                Attacker                            ","Argentina","Quilmes",40,5,2,23,23,3,0,0,0,328,1638,23.9835728952772,"1994/7/11",20.9719370294319,"Ligue 1","Top Club"
"616","Karim Rekik","2015/7/1","Manchester City","Marseille",4250000,"
                                Defender                            ","Netherlands","Den Haag",38,1,0,0,0,3,0,0,0,3369,3369,11.9917864476386,"1994/12/2",20.5776865160849,"Ligue 1","Top Club"
"617","Bouna Sarr","2015/7/3","FC Metz","Marseille",1700000,"
                                Attacker                            ","Guine","Lyon",33,3,3,8,8,7,0,0,1,773,2318,11.9260780287474,"1992/1/31",23.419575633128,"Ligue 1","Top Club"
"618","Georges-Kevin N'Koudou","2015/7/1","FC Nantes","Marseille",1280000,"
                                Attacker                            ","France","Versailles",32,2,2,14,14,2,0,0,0,895,1789,NA,"1995/2/13",20.3778234086242,"Ligue 1","Top Club"
"619","Rolando","2015/8/31","FC Porto","Marseille",1280000,"
                                Defender                            ","Portugal","São Vicente",10,0,0,2,2,0,0,1,0,NA,624,9.98767967145791,"1985/8/31",29.9986310746064,"Ligue 1","Top Club"
"620","Abou Diaby","2015/7/28","Arsenal","Marseille",0,"
                                Midfield                            ","France","Aubervilliers",6,0,1,0,0,0,0,0,0,NA,387,NA,"1986/5/11",29.2128678986995,"Ligue 1","Top Club"
"621","André Zambo Anguissa","2015/7/31","Stade Reims U19","Marseille",0,"
                                Midfield                            ","Cameroon","Yaoundé",0,0,0,0,0,0,0,0,0,NA,NA,NA,"1995/11/16",19.7043121149897,"Ligue 1","Top Club"
"622","Robert Beric","2015/8/31","Rapid Vienna","Saint-Étienne",4680000,"
                                Attacker                            ","Slovenia","Krsko",39,27,7,4,4,6,1,1,2,117,3165,33.9712525667351,"1991/6/17",24.2053388090349,"Ligue 1","Top Club"
"623","Ole Selnaes","2016/1/29","Rosenborg BK","Saint-Étienne",2720000,"
                                Midfield                            ","Norway","Trondheim",34,2,5,5,5,8,0,0,0,1344,2688,23.0636550308008,"1994/7/7",21.5633127994524,"Ligue 1","Top Club"
"624","Oussama Tannane","2016/1/12","Heracles Almelo","Saint-Étienne",2130000,"
                                Attacker                            ","Morocco","Tétouan",25,13,5,0,0,2,1,0,1,162,2109,5.58521560574949,"1994/3/23",21.8069815195072,"Ligue 1","Top Club"
"625","Kévin Théophile-Catherine","2015/7/1","Cardiff","Saint-Étienne",1700000,"
                                Defender                            ","France","Saint-Brieuc",43,0,0,2,2,3,0,0,0,NA,3792,23.9835728952772,"1989/10/28",25.6728268309377,"Ligue 1","Top Club"
"626","Alexander Söderlund","2016/1/4","Rosenborg BK","Saint-Étienne",1700000,"
                                Attacker                            ","Norway","Haugesund",36,26,6,3,3,5,0,0,4,111,2875,23.8850102669405,"1987/8/3",28.4216290212183,"Ligue 1","Top Club"
"627","Nolan Roux","2015/7/21","LOSC Lille","Saint-Étienne",1700000,"
                                Attacker                            ","France","Compiègne",43,10,3,10,10,4,0,0,1,280,2801,11.3347022587269,"1988/3/1",27.3867214236824,"Ligue 1","Top Club"
"628","Neal Maupay","2015/8/10","OGC Nice","Saint-Étienne",510000,"
                                Attacker                            ","France","Versailles",15,2,0,10,10,1,0,1,0,250,499,22.6694045174538,"1996/8/14",18.9869952087611,"Ligue 1","Top Club"
"629","Kévin Malcuit","2015/8/28","FC Niort","Saint-Étienne",425000,"
                                Defender                            ","France","Chatenay-Malabry",31,2,3,1,1,3,0,0,0,1330,2660,10.0862422997947,"1991/7/31",24.0766598220397,"Ligue 1","Top Club"
"630","Vincent Pajot","2015/7/1","Rennes","Saint-Étienne",0,"
                                Midfield                            ","France","Domont",26,0,1,4,4,1,0,0,0,NA,1796,NA,"1990/8/19",24.8651608487337,"Ligue 1","Top Club"
"631","Malcom","2016/1/31","Corinthians","G. Bordeaux",4250000,"
                                Attacker                            ","Brazil","São Paulo",34,5,4,4,4,1,0,0,0,500,2498,NA,"1997/2/26",18.9267624914442,"Ligue 1","Middle Club"
"632","Mauro Arambarri","2016/1/31","Defensor","G. Bordeaux",2550000,"
                                Midfield                            ","Uruguay","Salto",19,1,1,2,2,6,0,0,0,1451,1451,NA,"1995/9/30",20.3367556468172,"Ligue 1","Middle Club"
"633","Pablo","2015/8/31","Ponte Preta","G. Bordeaux",1700000,"
                                Defender                            ","Brazil","São Luís",18,1,0,0,0,7,0,0,0,1620,1620,NA,"1991/6/21",24.1943874058864,"Ligue 1","Middle Club"
"634","Milan Gajic","2015/7/22","OFK Beograd","G. Bordeaux",850000,"
                                Defender                            ","Serbia","Vukovar",25,2,0,1,1,9,0,0,0,1031,2062,17.347022587269,"1996/1/28",19.4798083504449,"Ligue 1","Middle Club"
"635","Ryad Boudebouz","2015/7/7","SC Bastia","Montpellier",1450000,"
                                Midfield                            ","Algeria","Colmar",38,5,3,2,2,4,0,0,4,643,3217,11.7946611909651,"1990/2/19",25.3771389459274,"Ligue 1","Middle Club"
"636","Casimir Ninga","2015/8/31","Mangasport","Montpellier",64000,"
                                Attacker                            ","Chad","N'Djamena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993/5/17",22.2888432580424,"Ligue 1","Middle Club"
"637","William Rémy","2015/7/1","Dijon","Montpellier",0,"
                                Defender                            ","France","Courbevoie",32,4,0,3,3,3,0,1,0,662,2649,NA,"1991/4/4",24.2409308692676,"Ligue 1","Middle Club"
"638","Baptiste Guillaume","2015/7/18","Lens","LOSC Lille",3400000,"
                                Attacker                            ","Belgium","Brussel",29,2,1,13,13,2,0,0,0,793,1586,47.4086242299795,"1995/6/16",20.0876112251882,"Ligue 1","Middle Club"
"639","Eric Bauthéac","2015/7/1","OGC Nice","LOSC Lille",2040000,"
                                Attacker                            ","France","Bagnols-sur-Cèze",37,8,6,6,6,11,0,0,3,340,2722,NA,"1987/8/24",27.8521560574949,"Ligue 1","Middle Club"
"640","Ibrahim Amadou","2015/7/16","AS Nancy","LOSC Lille",1700000,"
                                Midfield                            ","France","Douala",38,2,1,2,2,6,0,0,0,1594,3188,11.4989733059548,"1993/4/6",22.2751540041068,"Ligue 1","Middle Club"
"641","Junior Tallo","2015/7/15","AS Roma","LOSC Lille",850000,"
                                Attacker                            ","Cote d'Ivoire","Magbehigouepa",17,4,0,6,6,4,0,0,1,259,1035,NA,"1992/12/21",22.5626283367556,"Ligue 1","Middle Club"
"642","Lenny Nangis","2015/8/31","SM Caen","LOSC Lille",850000,"
                                Attacker                            ","France","Basse-Terre",37,4,4,7,7,4,0,1,0,603,2412,9.98767967145791,"1994/3/24",21.4373716632444,"Ligue 1","Middle Club"
"643","Yassine Benzia","2015/8/31","Olympique Lyon","LOSC Lille",850000,"
                                Attacker                            ","Algeria","Saint-Aubin-les-Elbe...",13,2,0,9,9,0,0,0,0,244,487,NA,"1994/9/8",20.9774127310062,"Ligue 1","Middle Club"
"644","Sehrou Guirassy","2015/7/2","Stade Laval","LOSC Lille",425000,"
                                Attacker                            ","France","Arles",33,6,0,18,18,0,0,0,0,255,1527,NA,"1996/3/12",19.3045859000684,"Ligue 1","Middle Club"
"645","Renato Civelli","2015/7/1","Bursaspor","LOSC Lille",0,"
                                Defender                            ","Argentina","Pehuajó",33,3,2,1,1,7,0,0,0,981,2943,NA,"1983/10/14",31.7125256673511,"Ligue 1","Middle Club"
"646","Mounir Obbadi","2015/7/10","Monaco","LOSC Lille",0,"
                                Midfield                            ","Morocco","Meulan",23,1,0,8,8,6,0,0,0,1319,1319,11.6960985626283,"1983/4/4",32.2655715263518,"Ligue 1","Middle Club"
"647","Giovanni Sio","2015/7/1","FC Basel","Rennes",1700000,"
                                Attacker                            ","Cote d'Ivoire","Saint-Sébastien-sur...",25,7,1,12,12,3,0,1,0,189,1324,NA,"1989/3/31",26.2505133470226,"Ligue 1","Middle Club"
"648","Yacouba Sylla","2015/7/1","Aston Villa","Rennes",1280000,"
                                Midfield                            ","Mali","Étampes",27,1,0,3,3,4,0,0,0,2131,2131,NA,"1990/11/29",24.5859000684463,"Ligue 1","Middle Club"
"649","Mehdi Zeffane","2015/8/12","Olympique Lyon","Rennes",850000,"
                                Defender                            ","Algeria","Sainte-Foy-lès-Lyon",6,0,0,3,3,0,0,0,0,NA,395,NA,"1992/5/19",23.2306639288159,"Ligue 1","Middle Club"
"650","Kermit Erasmus","2016/1/28","Orlando Pirates","Rennes",544000,"
                                Attacker                            ","South Africa","Port Elizabeth, ...",32,12,5,8,8,2,0,0,0,174,2091,5.05954825462012,"1990/7/8",25.5578370978782,"Ligue 1","Middle Club"
"651","Ludovic Baal","2015/7/1","Lens","Rennes",0,"
                                Defender                            ","French Guiana","Cayenne",28,0,4,0,0,2,0,1,0,NA,2496,NA,"1986/5/24",29.1033538672142,"Ligue 1","Middle Club"
"652","Pedro Mendes","2015/7/6","Parma","Rennes",0,"
                                Defender                            ","Portugal","Neuchâtel",24,0,0,4,4,6,0,0,0,NA,1727,NA,"1990/10/1",24.7611225188227,"Ligue 1","Middle Club"
"653","Nicolas Benezet","2015/7/3","Évian","Guingamp",1020000,"
                                Attacker                            ","France","Montpellier",24,4,1,12,12,0,0,0,0,282,1127,NA,"1991/2/24",24.35318275154,"Ligue 1","Middle Club"
"654","Nill De Pauw","2015/7/1","KSC Lokeren","Guingamp",638000,"
                                Attacker                            ","Belgium","Kinshasa",47,8,6,2,2,3,0,0,0,453,3625,NA,"1990/1/6",25.4811772758385,"Ligue 1","Middle Club"
"655","Jonathan Martins Pereira","2015/12/16","Troyes","Guingamp",0,"
                                Defender                            ","France","Bayonne",21,2,0,0,0,4,0,1,0,903,1805,NA,"1986/1/30",29.8754277891855,"Ligue 1","Middle Club"
"656","Jimmy Briand","2015/8/3","Hannover 96","Guingamp",0,"
                                Attacker                            ","France","Vitry-sur-Seine",30,3,8,4,4,2,0,0,0,718,2155,NA,"1985/8/2",30.0013689253936,"Ligue 1","Middle Club"
"657","Mickaël Le Bihan","2015/8/31","AC Le Havre","OGC Nice",1280000,"
                                Attacker                            ","France","Ploemeur",37,18,1,4,4,8,0,0,2,166,2991,9.98767967145791,"1990/5/16",25.2922655715264,"Ligue 1","Middle Club"
"658","Jean Michaël Seri","2015/7/1","Paços Ferreira","OGC Nice",850000,"
                                Midfield                            ","Cote d'Ivoire","Grand-Bereby",35,1,4,1,1,6,0,0,0,3038,3038,NA,"1991/7/19",23.9507186858316,"Ligue 1","Middle Club"
"659","Rémi Walter","2016/1/16","AS Nancy","OGC Nice",850000,"
                                Midfield                            ","France","Essey-lès-Nancy",33,0,1,3,3,1,0,0,0,NA,2733,29.4373716632444,"1995/4/26",20.72553045859,"Ligue 1","Middle Club"
"660","Maxime Le Marchand","2015/7/1","AC Le Havre","OGC Nice",510000,"
                                Defender                            ","France","Saint-Malo",34,1,0,1,1,5,0,1,0,2928,2928,11.9917864476386,"1989/11/10",25.637234770705,"Ligue 1","Middle Club"
"661","Yassine Jebbour","2015/7/7","Montpellier","SC Bastia",0,"
                                Defender                            ","Morocco","Poitiers",3,0,0,0,0,1,0,0,0,NA,176,11.7946611909651,"1991/8/24",23.8685831622177,"Ligue 1","Middle Club"
"662","Andy Delort","2015/7/2","Wigan","SM Caen",1700000,"
                                Attacker                            ","France","Sète",27,2,5,8,8,4,0,0,0,915,1829,11.958932238193,"1991/10/9",23.7289527720739,"Ligue 1","Middle Club"
"663","Jeff Louis","2015/7/20","Standard Liège","SM Caen",1700000,"
                                Midfield                            ","Haiti","Port-au-Prince",36,3,1,13,13,4,1,0,0,737,2210,47.3429158110883,"1992/8/8",22.9459274469541,"Ligue 1","Middle Club"
"664","Pape Sané","2016/1/31","Bourg-en-Bresse","SM Caen",765000,"
                                Attacker                            ","Senegal","Dakar",0,0,0,0,0,0,0,0,0,NA,NA,NA,"1991/12/30",24.0876112251882,"Ligue 1","Middle Club"
"665","Jonathan Delaplace","2015/7/3","LOSC Lille","SM Caen",510000,"
                                Midfield                            ","France","La Seyne-sur-Mer",27,2,0,13,13,2,0,0,0,721,1441,11.9260780287474,"1986/3/20",29.2867898699521,"Ligue 1","Middle Club"
"666","Christian Kouakou","2016/2/1","FC Tours","SM Caen",425000,"
                                Attacker                            ","Cote d'Ivoire","Abidjan",20,6,1,2,2,4,1,0,0,248,1489,4.92813141683778,"1991/3/1",24.9226557152635,"Ligue 1","Middle Club"
"667","Vincent Bessat","2015/7/1","FC Nantes","SM Caen",0,"
                                Attacker                            ","France","Lyon",32,4,0,9,9,3,0,0,0,485,1938,NA,"1985/11/8",29.6427104722793,"Ligue 1","Middle Club"
"668","Florian Le Joncour","2015/7/1","Concarneau","SM Caen",0,"
                                Defender                            ","France","Quimper",4,0,0,0,0,0,0,0,0,NA,420,NA,"1995/2/3",20.4052019164955,"Ligue 1","Middle Club"
"669","Jordan N'Kololo","2015/7/1","Clermont Foot","SM Caen",0,"
                                Midfield                            ","Congo DR","Créteil",21,1,1,6,6,6,0,0,0,1341,1341,NA,"1992/11/9",22.6392881587953,"Ligue 1","Middle Club"
"670","Syam Ben Youssef","2015/7/1","Astra Giurgiu","SM Caen",0,"
                                Defender                            ","Tunisia","Marseille",37,1,1,2,2,11,0,2,1,3166,3166,NA,"1989/3/31",26.2505133470226,"Ligue 1","Middle Club"
"671","Chaker Alhadhur","2015/7/1","FC Nantes","SM Caen",43000,"
                                Defender                            ","Comoros","Nantes",19,0,0,3,3,3,0,1,0,NA,1490,NA,"1991/12/4",23.5728952772074,"Ligue 1","Middle Club"
"672","Kolbeinn Sigthórsson","2015/7/2","AFC Ajax","FC Nantes",2550000,"
                                Attacker                            ","Iceland","Reykjavík",27,7,5,9,9,2,0,0,0,226,1582,11.958932238193,"1990/3/14",25.3004791238877,"Ligue 1","Middle Club"
"673","Guillaume Gillet","2016/1/1","RSC Anderlecht","FC Nantes",1700000,"
                                Midfield                            ","Belgium","Liège",44,3,2,1,1,6,0,0,0,1317,3950,NA,"1984/3/9",31.813826146475,"Ligue 1","Middle Club"
