"","name","transfer.date","club.from","club.to","transfer.fee","positions","nationality","birth_place","appearances","total.goals","total.assists","substitutions_in","substitutions_out","yellowcards","secondyellow","redcards","penaltygoals","minutes.pr.goal","total.minutes.played","contract.left.month","birth.date","transferage","league","Status"
"203","Änis Ben-Hatira","2016/2/1","Hertha BSC","E. Frankfurt",0,"
                                Attacker                            ","Tunisia","Berlin",16,4,4,5,5,3,0,0,0,212,847,4.92813141683778,"1988/7/18",27.5400410677618,"Bundesliga","Middle Club"
"204","Stefan Reinartz","2015/7/1","Bay. Leverkusen","E. Frankfurt",0,"
                                Midfield                            ","Germany","Engelskirchen",21,1,0,10,10,2,0,0,0,1195,1195,NA,"1989/1/1",26.4941820670773,"Bundesliga","Middle Club"
"205","Anthony Ujah","2015/7/1","1. FC Köln","Werder Bremen",3830000,"
                                Attacker                            ","Nigeria","Ugbokolo",35,12,3,4,4,3,0,0,0,217,2600,23.9835728952772,"1990/10/14",24.7118412046543,"Bundesliga","Middle Club"
"206","Aron Jóhannsson","2015/8/5","AZ Alkmaar","Werder Bremen",3570000,"
                                Attacker                            ","United States","Mobile, Alabama",26,10,4,5,5,1,0,0,1,183,1833,22.8336755646817,"1990/11/10",24.7337440109514,"Bundesliga","Middle Club"
"207","Sambou Yatabaré","2016/1/28","Olympiacos","Werder Bremen",2130000,"
                                Midfield                            ","Mali","Beauvais",29,1,3,11,11,9,0,1,0,1621,1621,NA,"1989/3/2",26.9075975359343,"Bundesliga","Middle Club"
"208","Ulisses  Garcia","2015/7/1","Grasshoppers","Werder Bremen",510000,"
                                Defender                            ","Switzerland","Almada",18,0,0,5,5,3,0,0,0,NA,1110,NA,"1996/1/11",19.4688569472964,"Bundesliga","Middle Club"
"209","Milos Veljkovic","2016/2/1","Spurs","Werder Bremen",281000,"
                                Midfield                            ","Serbia","Basel",15,0,2,4,4,0,0,0,0,NA,1062,4.92813141683778,"1995/9/26",20.3504449007529,"Bundesliga","Middle Club"
"210","László Kleinheisler","2016/1/20","Videoton FC","Werder Bremen",213000,"
                                Midfield                            ","Hungary","Kazincbarcika",24,0,7,9,9,1,0,0,0,NA,1338,5.3223819301848,"1994/4/8",21.7850787132101,"Bundesliga","Middle Club"
"211","Fabian Frei","2015/7/1","FC Basel","1.FSV Mainz 05",3060000,"
                                Midfield                            ","Switzerland","Frauenfeld",44,3,8,7,7,6,0,0,0,1101,3303,NA,"1989/1/8",26.4750171115674,"Bundesliga","Middle Club"
"212","Yoshinori Muto","2015/7/1","FC Tokyo","1.FSV Mainz 05",2380000,"
                                Attacker                            ","Japan","Tokio, Tokio",21,12,2,0,0,1,0,0,3,154,1846,NA,"1992/7/15",22.9596167008898,"Bundesliga","Middle Club"
"213","Emil Berggreen","2016/1/31","E. Braunschweig","1.FSV Mainz 05",2130000,"
                                Attacker                            ","Denmark","Helsingør",30,8,2,7,7,4,0,0,0,263,2103,16.952772073922,"1993/5/10",22.7268993839836,"Bundesliga","Middle Club"
"214","Florian Niederlechner","2015/7/1","1.FC Heidenheim","1.FSV Mainz 05",1700000,"
                                Attacker                            ","Germany","Ebersberg",35,15,10,1,1,6,0,0,0,190,2848,11.9917864476386,"1990/10/24",24.684462696783,"Bundesliga","Middle Club"
"215","Gaëtan Bussmann","2015/8/30","FC Metz","1.FSV Mainz 05",850000,"
                                Defender                            ","France","Épinal",34,2,4,0,0,2,0,1,0,1483,2966,NA,"1991/2/2",24.5722108145106,"Bundesliga","Middle Club"
"216","Giulio Donati","2016/1/25","Bay. Leverkusen","1.FSV Mainz 05",850000,"
                                Defender                            ","Italy","Pietrasanta",16,1,0,6,6,3,0,1,0,885,885,NA,"1990/2/5",25.968514715948,"Bundesliga","Middle Club"
"217","Besar Halimi","2015/7/12","Stuttg. Kickers","1.FSV Mainz 05",298000,"
                                Midfield                            ","Kosovo","Frankfurt am Main",40,2,15,0,0,7,0,0,0,1739,3478,11.6303901437372,"1994/12/12",20.580424366872,"Bundesliga","Middle Club"
"218","Karim Onisiwo","2016/1/5","SV Mattersburg","1.FSV Mainz 05",0,"
                                Attacker                            ","Austria","Wien",35,18,11,2,2,2,0,0,0,167,2997,17.8069815195072,"1992/3/17",23.8028747433265,"Bundesliga","Middle Club"
"219","Danny Latza","2015/7/1","VfL Bochum","1.FSV Mainz 05",0,"
                                Midfield                            ","Germany","Gelsenkirchen",32,1,1,0,0,12,0,0,0,2536,2536,NA,"1989/12/7",25.5633127994524,"Bundesliga","Middle Club"
"220","Maximilian Beister","2015/7/1","Hamburger SV","1.FSV Mainz 05",0,"
                                Attacker                            ","Germany","Göttingen",11,2,0,6,6,2,0,0,0,231,462,11.9917864476386,"1990/9/6",24.8158795345654,"Bundesliga","Middle Club"
"221","Henrique Sereno","2015/7/27","Kayserispor","1.FSV Mainz 05",0,"
                                Defender                            ","Portugal","Elvas",20,1,1,0,0,7,0,1,0,1779,1779,NA,"1985/5/18",30.1902806297057,"Bundesliga","Middle Club"
"222","Leon Balogun","2015/7/1","SV Darmstadt 98","1.FSV Mainz 05",0,"
                                Defender                            ","Nigeria","Berlin",21,4,0,1,1,3,0,0,0,420,1681,NA,"1988/6/28",27.006160164271,"Bundesliga","Middle Club"
"223","Anthony Modeste","2015/7/1","TSG Hoffenheim","1. FC Köln",3830000,"
                                Attacker                            ","France","Cannes",29,9,2,13,13,2,0,0,0,151,1359,NA,"1988/4/14",27.211498973306,"Bundesliga","Middle Club"
"224","Milos Jojic","2015/7/5","Bor. Dortmund","1. FC Köln",2550000,"
                                Midfield                            ","Serbia","Stara Pazova",14,0,0,8,8,3,0,0,0,NA,638,35.8439425051335,"1992/3/19",23.2936344969199,"Bundesliga","Middle Club"
"225","Leonardo Bittencourt","2015/7/14","Hannover 96","1. FC Köln",2130000,"
                                Attacker                            ","Germany","Leipzig",28,1,4,11,11,5,1,0,0,1523,1523,23.5564681724846,"1993/12/19",21.5660506502396,"Bundesliga","Middle Club"
"226","Frederik Sörensen","2015/7/11","Juventus","1. FC Köln",1360000,"
                                Defender                            ","Denmark","Kopenhagen",11,0,1,4,4,3,0,0,0,NA,729,NA,"1992/4/14",23.2388774811773,"Bundesliga","Middle Club"
"227","Filip Mladenovic","2016/1/5","BATE Borisov","1. FC Köln",1280000,"
                                Defender                            ","Serbia","Cacak",36,2,6,0,0,9,0,0,0,1590,3180,NA,"1991/8/15",24.3915126625599,"Bundesliga","Middle Club"
"228","Dominique Heintz","2015/7/1","1.FC K'lautern","1. FC Köln",1280000,"
                                Defender                            ","Germany","Neustadt an der ...",27,0,0,2,2,1,0,0,0,NA,2302,NA,"1993/8/15",21.8754277891855,"Bundesliga","Middle Club"
"229","Oliver Sorg","2015/7/1","SC Freiburg","Hannover 96",2980000,"
                                Defender                            ","Germany","Engen",27,1,3,1,1,5,0,0,0,2230,2230,11.9917864476386,"1990/5/29",25.0896646132786,"Bundesliga","Middle Club"
"230","Mevlüt Erdinc","2015/7/17","Saint-Étienne","Hannover 96",2810000,"
                                Attacker                            ","Turkey","Saint-Claude",36,9,1,10,10,2,0,0,1,247,2221,23.4579055441478,"1987/2/25",28.3887748117728,"Bundesliga","Middle Club"
"231","Felix Klaus","2015/7/1","SC Freiburg","Hannover 96",2550000,"
                                Attacker                            ","Germany","Osnabrück",34,2,3,5,5,5,0,0,0,1194,2388,23.9835728952772,"1992/9/13",22.7953456536619,"Bundesliga","Middle Club"
"232","Uffe Bech","2015/7/8","Nordsjaelland","Hannover 96",1700000,"
                                Attacker                            ","Denmark","Kopenhagen",27,10,2,3,3,2,0,0,2,211,2111,11.7618069815195,"1993/1/13",22.4804928131417,"Bundesliga","Middle Club"
"233","Iver Fossum","2016/1/1","Strømsgodset","Hannover 96",1700000,"
                                Midfield                            ","Norway","Drammen",34,12,9,0,0,0,0,0,0,254,3042,23.9835728952772,"1996/7/15",19.4633812457221,"Bundesliga","Middle Club"
"234","Marius Wolf","2016/1/8","1860 Munich","Hannover 96",1280000,"
                                Attacker                            ","Germany","Coburg",36,5,6,13,13,4,0,0,0,430,2151,41.6919917864476,"1995/5/27",20.6187542778919,"Bundesliga","Middle Club"
"235","Charlison Benschop","2015/7/1","F. Düsseldorf","Hannover 96",1280000,"
                                Attacker                            ","Netherlands","Koraalspecht",32,13,4,7,7,5,0,2,2,171,2219,23.9835728952772,"1989/8/21",25.8590006844627,"Bundesliga","Middle Club"
"236","Hotaru Yamaguchi","2016/1/1","Cerezo Osaka","Hannover 96",850000,"
                                Midfield                            ","Japan","Nabari, Mie",37,1,4,0,0,6,0,0,0,3330,3330,11.9917864476386,"1990/10/6",25.2375085557837,"Bundesliga","Middle Club"
"237","Hugo Almeida","2016/1/16","Anzhi","Hannover 96",0,"
                                Attacker                            ","Portugal","Figueira da Foz",23,3,1,7,7,2,0,1,0,483,1449,17.4455852156057,"1984/5/23",31.6495550992471,"Bundesliga","Middle Club"
"238","Toni Sunjic","2015/8/27","Kuban Krasnodar","VfB Stuttgart",2550000,"
                                Defender                            ","Bosnia-Herzegovina","Mostar",26,3,0,0,0,5,0,0,0,775,2325,22.1108829568789,"1988/12/15",26.6967830253251,"Bundesliga","Middle Club"
"239","Kevin Großkreutz","2016/1/6","Galatasaray","VfB Stuttgart",1850000,"
                                Defender                            ","Germany","Dortmund",25,0,4,6,6,1,0,0,0,NA,1620,29.7659137577002,"1988/7/19",27.4661190965092,"Bundesliga","Middle Club"
"240","Joshua Kimmich","2015/7/1","RB Leipzig","VfB Stuttgart",1280000,"
                                Midfield                            ","Germany","Rottweil",29,2,2,4,4,4,0,0,0,1149,2297,NA,"1995/2/8",20.3915126625599,"Bundesliga","Middle Club"
"241","Joshua Kimmich","2015/7/1","RB Leipzig","VfB Stuttgart",1280000,"
                                Midfield                            ","Germany","Rottweil",29,2,2,4,4,4,0,0,0,1149,2297,NA,"1995/2/8",20.3915126625599,"Bundesliga","Middle Club"
"242","Jan Kliment","2015/7/1","FC Vysocina","VfB Stuttgart",850000,"
                                Attacker                            ","Czech Republic","Jihlava",15,2,1,8,8,4,0,0,0,339,678,NA,"1993/9/1",21.8288843258042,"Bundesliga","Middle Club"
"243","Philip Heise","2015/7/1","1.FC Heidenheim","VfB Stuttgart",638000,"
                                Defender                            ","Germany","Düsseldorf",32,2,7,1,1,4,1,0,0,1398,2796,23.9835728952772,"1991/6/20",24.0301163586585,"Bundesliga","Middle Club"
"244","Emiliano Insúa","2015/7/11","Atlético Madrid","VfB Stuttgart",0,"
                                Defender                            ","Argentina","Buenos Aires",23,1,2,2,2,7,0,0,0,1787,1787,11.6632443531828,"1989/1/7",26.5051334702259,"Bundesliga","Middle Club"
"245","Vladimír Darida","2015/7/18","SC Freiburg","Hertha BSC",3230000,"
                                Midfield                            ","Czech Republic","Pilsen",34,7,3,4,4,3,0,1,5,383,2684,35.4168377823409,"1990/8/8",24.9418206707734,"Bundesliga","Middle Club"
"246","Niklas Stark","2015/8/24","1.FC Nuremberg","Hertha BSC",2550000,"
                                Defender                            ","Germany","Neustadt a.d. Aisch",28,2,1,6,6,3,0,0,0,1022,2043,34.2012320328542,"1995/4/14",20.3613963039014,"Bundesliga","Middle Club"
"247","Sinan Kurt","2016/1/7","Bayern Munich ","Hertha BSC",425000,"
                                Attacker                            ","Germany","Mönchengladbach",23,7,1,5,5,1,0,0,3,242,1695,29.7330595482546,"1996/7/23",19.4579055441478,"Bundesliga","Middle Club"
"248","Mitchell Weiser","2015/7/1","Bayern Munich ","Hertha BSC",0,"
                                Defender                            ","Germany","Troisdorf",23,1,5,9,9,5,0,0,0,1447,1447,NA,"1994/4/21",21.1937029431896,"Bundesliga","Middle Club"
"249","Lewis Holtby","2015/7/1","Spurs","Hamburger SV",5530000,"
                                Midfield                            ","Germany","Erkelenz",28,0,2,7,7,7,0,0,0,NA,1916,35.9753593429158,"1990/9/18",24.7830253251198,"Bundesliga","Buttom Club"
"250","Albin Ekdal","2015/7/18","Cagliari Calcio","Hamburger SV",3830000,"
                                Midfield                            ","Sweden","Bromma",34,5,3,1,1,7,0,0,0,557,2783,11.4332648870637,"1989/7/28",25.9712525667351,"Bundesliga","Buttom Club"
"251","Aaron Hunt","2015/8/31","VfL Wolfsburg","Hamburger SV",2550000,"
                                Midfield                            ","Germany","Goslar",22,4,1,15,15,1,0,0,0,204,817,21.9794661190965,"1986/9/4",28.9883641341547,"Bundesliga","Buttom Club"
"252","Michael Gregoritsch","2015/7/23","VfL Bochum","Hamburger SV",2550000,"
                                Attacker                            ","Austria","Graz",27,7,4,8,8,3,0,0,1,240,1681,35.2525667351129,"1994/4/18",21.2621492128679,"Bundesliga","Buttom Club"
"253","Sven Schipplock","2015/7/24","TSG Hoffenheim","Hamburger SV",2130000,"
                                Attacker                            ","Germany","Reutlingen",30,10,4,17,17,5,0,0,0,121,1205,11.2361396303901,"1988/11/8",26.7049965776865,"Bundesliga","Buttom Club"
"254","Gotoku Sakai","2015/7/6","VfB Stuttgart","Hamburger SV",595000,"
                                Defender                            ","Japan","New York City, New ...",19,1,1,1,1,0,0,0,0,1526,1526,11.8275154004107,"1991/3/14",24.3121149897331,"Bundesliga","Buttom Club"
"255","Batuhan Altintas","2015/7/4","Bursaspor","Hamburger SV",340000,"
                                Attacker                            ","Turkey","Kocaeli",1,0,0,1,1,0,0,0,0,NA,40,NA,"1996/3/14",19.3045859000684,"Bundesliga","Buttom Club"
"256","Nabil Bahoui","2016/2/1","Ahli","Hamburger SV",0,"
                                Attacker                            ","Sweden","Stockholm",12,6,2,0,0,6,0,0,1,156,934,15.9014373716632,"1991/2/5",24.9883641341547,"Bundesliga","Buttom Club"
"257","Darío Lezcano","2016/1/15","FC Luzern","FC Ingolstadt",2130000,"
                                Attacker                            ","Paraguay","Asunción",38,15,4,6,6,7,0,1,0,199,2983,5.48665297741273,"1990/6/30",25.5441478439425,"Bundesliga","Promoted"
"258","Elias Kachunga","2015/7/1","SC Paderborn","FC Ingolstadt",1280000,"
                                Attacker                            ","Germany","Köln",32,6,1,8,8,4,0,0,0,368,2210,11.9917864476386,"1992/4/22",23.1895961670089,"Bundesliga","Promoted"
"259","Markus Suttner","2015/7/1","Austria Vienna","FC Ingolstadt",595000,"
                                Defender                            ","Austria","Hollabrunn",36,1,4,1,1,8,0,0,0,3013,3013,11.9917864476386,"1987/4/16",28.208076659822,"Bundesliga","Promoted"
"260","Maurice Multhaup","2015/8/31","FC Schalke 04","FC Ingolstadt",425000,"
                                Midfield                            ","Germany","Bottrop",27,8,6,8,8,3,0,0,0,219,1755,9.98767967145791,"1996/12/15",18.7077344284736,"Bundesliga","Promoted"
"261","Romain Brégerie","2015/7/1","SV Darmstadt 98","FC Ingolstadt",0,"
                                Defender                            ","France","Talence",34,6,2,0,0,1,1,0,2,506,3038,NA,"1986/8/9",28.8925393566051,"Bundesliga","Promoted"
"262","Mario Vrancic","2015/7/1","SC Paderborn","SV Darmstadt 98",425000,"
                                Midfield                            ","Bosnia-Herzegovina","Slavonski Brod",31,2,1,7,7,5,0,0,0,1116,2231,11.9917864476386,"1989/5/23",26.1054072553046,"Bundesliga","Promoted"
"263","Fabian Holland","2015/7/5","Hertha BSC","SV Darmstadt 98",298000,"
                                Defender                            ","Germany","Berlin",27,1,0,1,1,6,0,0,0,2393,2393,11.8603696098563,"1990/7/11",24.9828884325804,"Bundesliga","Promoted"
"264","Peter Niemeyer","2015/8/3","Hertha BSC","SV Darmstadt 98",0,"
                                Midfield                            ","Germany","Mettingen",18,1,1,8,8,6,0,0,0,988,988,10.9075975359343,"1983/11/22",31.6960985626283,"Bundesliga","Promoted"
"265","Júnior Díaz","2015/7/29","1.FSV Mainz 05","SV Darmstadt 98",0,"
                                Defender                            ","Costa Rica","San José",22,1,1,4,4,4,0,0,0,1590,1590,NA,"1983/9/12",31.8767967145791,"Bundesliga","Promoted"
"266","Jan Rosenthal","2015/7/1","E. Frankfurt","SV Darmstadt 98",0,"
                                Attacker                            ","Germany","Sulingen",9,1,1,7,7,1,0,0,0,315,315,11.9917864476386,"1986/4/7",29.2320328542094,"Bundesliga","Promoted"
"267","Konstantin Rausch","2015/7/6","VfB Stuttgart","SV Darmstadt 98",0,"
                                Midfield                            ","Germany","Kozhevnikovo, Tomsk ...",13,2,1,4,4,2,0,0,2,433,865,11.8275154004107,"1990/3/15",25.3086926762491,"Bundesliga","Promoted"
"268","Sandro Wagner","2015/8/8","Hertha BSC","SV Darmstadt 98",0,"
                                Attacker                            ","Germany","München",17,0,1,16,16,2,0,0,0,NA,355,10.7433264887064,"1987/11/29",27.6906228610541,"Bundesliga","Promoted"
"269","Arda Turan","2015/7/6","Atlético Madrid","FC Barcelona",28900000,"
                                Midfield                            ","Turkey","Istanbul",46,3,6,6,6,8,1,0,0,1128,3384,23.8193018480493,"1987/1/30",28.4298425735797,"La Liga","Top Club"
"270","Aleix Vidal","2015/7/1","Sevilla FC","FC Barcelona",14450000,"
                                Defender                            ","Spain","Valls",47,6,11,11,11,10,0,0,0,565,3389,47.9671457905544,"1989/8/21",25.8590006844627,"La Liga","Top Club"
"271","Danilo","2015/7/1","FC Porto","Real Madrid",26780000,"
                                Defender                            ","Brazil","Bicas",41,7,5,0,0,15,0,0,2,512,3581,NA,"1991/7/15",23.9616700889801,"La Liga","Top Club"
"272","Mateo Kovacic","2015/8/18","Inter","Real Madrid",26350000,"
                                Midfield                            ","Croatia","Linz",44,8,5,12,12,3,0,1,0,368,2941,46.3901437371663,"1994/5/6",21.284052019165,"La Liga","Top Club"
"273","Jesús Vallejo","2015/7/31","Real Zaragoza","Real Madrid",4250000,"
                                Defender                            ","Spain","Zaragoza",34,1,2,5,5,5,0,0,0,2678,2678,NA,"1997/1/5",18.5653661875428,"La Liga","Top Club"
"274","Marco Asensio","2015/7/1","RCD Mallorca","Real Madrid",2980000,"
                                Midfield                            ","Spain","Palma de Mallorca",36,6,8,3,3,4,1,0,0,486,2915,23.9835728952772,"1996/1/21",19.4414784394251,"La Liga","Top Club"
"275","Lucas Vázquez","2015/7/2","Espanyol","Real Madrid",850000,"
                                Attacker                            ","Spain","A Coruña",39,4,7,4,4,7,0,0,0,797,3189,NA,"1991/7/1",24.0027378507871,"La Liga","Top Club"
"276","Lucas Vázquez","2015/7/2","Espanyol","Real Madrid",850000,"
                                Attacker                            ","Spain","A Coruña",39,4,7,4,4,7,0,0,0,797,3189,NA,"1991/7/1",24.0027378507871,"La Liga","Top Club"
"277","Jackson Martínez","2015/7/16","FC Porto","Atlético Madrid",31540000,"
                                Attacker                            ","Colombia","Quibdó",42,32,7,2,2,6,0,0,2,110,3510,23.4907597535934,"1986/10/3",28.7830253251198,"La Liga","Top Club"
"278","Stefan Savic","2015/7/20","Fiorentina","Atlético Madrid",21250000,"
                                Defender                            ","Montenegro","Mojkovac",41,2,2,2,2,8,0,1,0,1731,3461,NA,"1991/1/8",24.5284052019165,"La Liga","Top Club"
"279","Luciano Vietto","2015/7/1","Villarreal CF","Atlético Madrid",1.7e+07,"
                                Attacker                            ","Argentina","Balnearía",48,20,8,19,19,6,0,0,0,147,2949,47.9671457905544,"1993/12/5",21.5687885010267,"La Liga","Top Club"
"280","Filipe Luís","2015/7/28","Chelsea","Atlético Madrid",13600000,"
                                Defender                            ","Brazil","Jaraguá do Sul",26,1,1,6,6,4,0,0,0,1880,1880,23.0965092402464,"1985/8/9",29.9657768651608,"La Liga","Top Club"
"281","Matías Kranevitter","2015/8/29","River Plate","Atlético Madrid",6800000,"
                                Midfield                            ","Argentina","San Miguel de ...",41,0,1,4,4,9,0,0,0,NA,3305,10.0533880903491,"1993/5/21",22.2724161533196,"La Liga","Top Club"
"282","Bernard Mensah","2015/7/22","Vit. Guimarães","Atlético Madrid",5100000,"
                                Midfield                            ","Ghana","Accra",34,5,5,2,2,11,1,0,1,514,2572,35.2854209445585,"1994/10/17",20.7611225188227,"La Liga","Top Club"
"283","Augusto Fernández","2016/1/4","Celta de Vigo","Atlético Madrid",3400000,"
                                Midfield                            ","Argentina","Pergamino",34,1,1,7,7,10,0,0,0,2390,2390,NA,"1986/4/10",29.7357973990418,"La Liga","Top Club"
"284","Santos Borré","2015/8/28","Deportivo Cali","Atlético Madrid",2340000,"
                                Attacker                            ","Colombia","Barranquilla",21,10,2,6,6,3,1,0,1,139,1385,NA,"1995/9/15",19.9507186858316,"La Liga","Top Club"
"285","Álvaro Negredo","2015/7/1","Manchester City","Valencia CF",23800000,"
                                Attacker                            ","Spain","Madrid",34,6,5,19,19,4,0,0,2,289,1733,23.9835728952772,"1985/8/20",29.8617385352498,"La Liga","Top Club"
"286","Aymen Abdennour","2015/8/29","Monaco","Valencia CF",18570000,"
                                Defender                            ","Tunisia","Sousse",26,1,0,1,1,3,0,1,0,2276,2276,46.0287474332649,"1989/8/6",26.0616016427105,"La Liga","Top Club"
"287","André Gomes","2015/7/1","Benfica","Valencia CF",1.7e+07,"
                                Midfield                            ","Portugal","Vila Nova de Gaia",37,4,1,4,4,9,1,0,0,692,2766,11.9917864476386,"1993/7/30",21.9192334017796,"La Liga","Top Club"
"288","João Cancelo","2015/7/1","Benfica","Valencia CF",12750000,"
                                Defender                            ","Portugal","Barreiro",13,0,0,5,5,2,1,0,0,NA,717,35.9753593429158,"1994/5/27",21.0951403148528,"La Liga","Top Club"
"289","Santi Mina","2015/7/4","Celta de Vigo","Valencia CF",8500000,"
                                Attacker                            ","Spain","Vigo",24,9,4,7,7,7,0,0,2,160,1444,NA,"1995/12/7",19.5728952772074,"La Liga","Top Club"
"290","Aderlan Santos","2015/8/27","Braga","Valencia CF",8080000,"
                                Defender                            ","Brazil","Salgueiro",41,5,0,1,1,6,1,0,0,705,3524,NA,"1989/4/9",26.3819301848049,"La Liga","Top Club"
"291","Zakaria Bakkali","2015/7/6","PSV U21","Valencia CF",0,"
                                Attacker                            ","Belgium","Liège",5,1,1,0,0,0,0,0,0,350,350,NA,"1996/1/26",19.4414784394251,"La Liga","Top Club"
"292","Ciro Immobile","2016/1/13","Bor. Dortmund","Sevilla FC",9350000,"
                                Attacker                            ","Italy","Torre Annunziata",34,10,3,17,17,1,0,0,0,164,1641,NA,"1990/2/20",25.8945927446954,"La Liga","Top Club"
"293","Steven N'Zonzi","2015/7/9","Stoke City","Sevilla FC",8290000,"
                                Midfield                            ","France","Colombes",42,4,1,0,0,2,0,0,0,923,3690,NA,"1988/12/15",26.5626283367556,"La Liga","Top Club"
"294","Iago Aspas","2015/7/1","Liverpool","Sevilla FC",5100000,"
                                Attacker                            ","Spain","Moaña",25,10,2,16,16,2,0,0,1,94,938,35.9753593429158,"1987/8/1",27.9151266255989,"La Liga","Top Club"
"295","Iago Aspas","2015/7/1","Liverpool","Sevilla FC",5100000,"
                                Attacker                            ","Spain","Moaña",25,10,2,16,16,2,0,0,1,94,938,35.9753593429158,"1987/8/1",27.9151266255989,"La Liga","Top Club"
"296","Gaël Kakuta","2015/7/1","Chelsea","Sevilla FC",5100000,"
                                Attacker                            ","Congo DR","Lille",35,5,7,0,0,2,0,0,0,612,3061,NA,"1991/6/21",24.0273785078713,"La Liga","Top Club"
"297","Adil Rami","2015/7/1","AC Milan","Sevilla FC",2980000,"
                                Defender                            ","France","Bastia",22,1,1,3,3,6,0,0,0,1754,1754,23.9835728952772,"1985/12/27",29.5085557837098,"La Liga","Top Club"
"298","Mariano","2015/7/20","G. Bordeaux","Sevilla FC",2980000,"
                                Defender                            ","Brazil","São João",35,2,3,1,1,6,0,0,0,1547,3094,11.3675564681725,"1986/6/23",29.0732375085558,"La Liga","Top Club"
"299","Michael Krohn-Dehli","2015/7/1","Celta de Vigo","Sevilla FC",0,"
                                Attacker                            ","Denmark","Hvidovre",38,1,5,2,2,8,0,0,0,3215,3215,NA,"1983/6/6",32.0684462696783,"La Liga","Top Club"
"300","Evgen Konoplyanka","2015/7/9","Dnipro","Sevilla FC",0,"
                                Attacker                            ","Ukraine","Kirovograd",42,8,7,9,9,5,0,0,0,402,3219,0.722792607802875,"1989/9/29",25.7741273100616,"La Liga","Top Club"
"301","Fernando Llorente","2015/8/27","Juventus","Sevilla FC",0,"
                                Attacker                            ","Spain","Pamplona",45,9,4,12,12,0,0,0,0,301,2712,22.1108829568789,"1985/2/26",30.4969199178645,"La Liga","Top Club"
"302","Samu García","2015/7/1","Málaga CF","Villarreal CF",6800000,"
                                Attacker                            ","Spain","Málaga",38,5,3,6,6,8,1,0,0,526,2631,47.9671457905544,"1990/7/13",24.9664613278576,"La Liga","Middle Club"
"303","Samu Castillejo","2015/7/1","Málaga CF","Villarreal CF",6800000,"
                                Attacker                            ","Spain","Barcelona",39,1,5,11,11,5,0,0,0,2470,2470,35.9753593429158,"1995/1/18",20.4490075290897,"La Liga","Middle Club"
"304","Cédric Bakambu","2015/8/19","Bursaspor","Villarreal CF",6380000,"
                                Attacker                            ","Congo DR","Ivry",39,21,7,6,6,4,0,0,0,131,2749,NA,"1991/4/11",24.3559206023272,"La Liga","Middle Club"
"305","Denis Suárez","2015/8/29","FC Barcelona","Villarreal CF",3400000,"
                                Midfield                            ","Spain","Salceda de Caselas",46,6,4,21,21,4,0,0,0,400,2400,22.0451745379877,"1994/1/6",21.6427104722793,"La Liga","Middle Club"
"306","Víctor Ruiz","2015/7/1","Valencia CF","Villarreal CF",2300000,"
                                Defender                            ","Spain","Esplugues de ...",36,0,2,2,2,6,0,0,0,NA,3162,11.9917864476386,"1989/1/25",26.4284736481862,"La Liga","Middle Club"
"307","Daniele Bonera","2015/8/31","AC Milan","Villarreal CF",0,"
                                Defender                            ","Italy","Brescia",17,0,0,4,4,2,2,0,0,NA,1159,NA,"1981/5/31",34.2505133470226,"La Liga","Middle Club"
"308","Raúl García","2015/8/30","Atlético Madrid","Athletic Bilbao",6800000,"
                                Midfield                            ","Spain","Pamplona",47,10,3,20,20,16,0,0,4,276,2762,34.0041067761807,"1986/7/11",29.1362080766598,"La Liga","Middle Club"
"309","Gorka Elustondo","2015/7/1","Real Sociedad","Athletic Bilbao",0,"
                                Defender                            ","Spain","Beasain",25,1,0,8,8,2,0,0,0,1565,1565,NA,"1987/3/18",28.2874743326489,"La Liga","Middle Club"
"310","Eneko Bóveda","2015/7/1","SD Eibar","Athletic Bilbao",0,"
                                Defender                            ","Spain","Bilbao",36,2,3,1,1,5,0,0,0,1555,3109,NA,"1988/12/14",26.5434633812457,"La Liga","Middle Club"
"311","Javi Eraso","2015/7/1","CD Leganés","Athletic Bilbao",0,"
                                Midfield                            ","Spain","Pamplona",40,8,2,1,1,8,0,0,0,440,3523,NA,"1990/3/22",25.2758384668036,"La Liga","Middle Club"
"312","Iago Aspas","2015/7/7","Sevilla FC","Celta de Vigo",4510000,"
                                Attacker                            ","Spain","Moaña",25,10,2,16,16,2,0,0,1,94,938,59.7946611909651,"1987/8/1",27.9315537303217,"La Liga","Middle Club"
"313","Iago Aspas","2015/7/7","Sevilla FC","Celta de Vigo",4510000,"
                                Attacker                            ","Spain","Moaña",25,10,2,16,16,2,0,0,1,94,938,59.7946611909651,"1987/8/1",27.9315537303217,"La Liga","Middle Club"
"314","Claudio Beauvue","2016/1/16","Olympique Lyon","Celta de Vigo",4250000,"
                                Attacker                            ","Guadeloupe","Saint-Claude",52,27,6,4,4,2,0,0,7,160,4308,NA,"1988/4/16",27.750855578371,"La Liga","Middle Club"
"315","Claudio Beauvue","2016/1/16","Olympique Lyon","Celta de Vigo",4250000,"
                                Attacker                            ","Guadeloupe","Saint-Claude",52,27,6,4,4,2,0,0,7,160,4308,NA,"1988/4/16",27.750855578371,"La Liga","Middle Club"
"316","Daniel Wass","2015/7/1","Évian","Celta de Vigo",2550000,"
                                Midfield                            ","Denmark","Gladsaxe",35,10,4,5,5,2,0,1,1,267,2673,NA,"1989/5/31",26.0835044490075,"La Liga","Middle Club"
