"","X.1","club.to","X","name","transfer.date","club.from","transfer.fee","positions","nationality","birth_place","appearances","total.goals","total.assists","substitutions_in","substitutions_out","yellowcards","secondyellow","redcards","penaltygoals","minutes.pr.goal","total.minutes.played","contract.left.month","birth.date","transferage","league","Status","searchresults"
"691",691,"Watford",167,"Allan Nyom","2015/7/14","Udinese Calcio",0,"
                                Defender                            ","Cameroon","Neuilly-sur-Seine",38,1,1,0,0,11,0,0,0,3352,3352,35.5482546201232,"1988/5/10",27.1759069130732,"Premier league","Promoted",8430
"692",692,"Watford",168,"Adlène Guédioura","2015/9/1","Crystal Palace",0,"
                                Midfield                            ","Algeria","La Roche-sur-Yon",27,3,5,12,12,5,0,0,0,516,1548,NA,"1985/11/12",29.8015058179329,"Premier league","Promoted",600
"693",693,"Werder Bremen",251,"Anthony Ujah","2015/7/1","1. FC Köln",3830000,"
                                Attacker                            ","Nigeria","Ugbokolo",35,12,3,4,4,3,0,0,0,217,2600,23.9835728952772,"1990/10/14",24.7118412046543,"Bundesliga","Middle Club",20000
"694",694,"Werder Bremen",255,"Milos Veljkovic","2016/2/1","Spurs",281000,"
                                Midfield                            ","Serbia","Basel",15,0,2,4,4,0,0,0,0,NA,1062,4.92813141683778,"1995/9/26",20.3504449007529,"Bundesliga","Middle Club",3640
"695",695,"Werder Bremen",252,"Aron Jóhannsson","2015/8/5","AZ Alkmaar",3570000,"
                                Attacker                            ","United States","Mobile, Alabama",26,10,4,5,5,1,0,0,1,183,1833,22.8336755646817,"1990/11/10",24.7337440109514,"Bundesliga","Middle Club",7360
"696",696,"Werder Bremen",254,"Ulisses  Garcia","2015/7/1","Grasshoppers",510000,"
                                Defender                            ","Switzerland","Almada",18,0,0,5,5,3,0,0,0,NA,1110,NA,"1996/1/11",19.4688569472964,"Bundesliga","Middle Club",1140
"697",697,"Werder Bremen",253,"Sambou Yatabaré","2016/1/28","Olympiacos",2130000,"
                                Midfield                            ","Mali","Beauvais",29,1,3,11,11,9,0,1,0,1621,1621,NA,"1989/3/2",26.9075975359343,"Bundesliga","Middle Club",1950
"698",698,"Werder Bremen",256,"László Kleinheisler","2016/1/20","Videoton FC",213000,"
                                Midfield                            ","Hungary","Kazincbarcika",24,0,7,9,9,1,0,0,0,NA,1338,5.3223819301848,"1994/4/8",21.7850787132101,"Bundesliga","Middle Club",3610
"699",699,"West Brom",92,"José Salomón Rondón","2015/8/10","Zenit S-Pb",14450000,"
                                Attacker                            ","Venezuela","Caracas",44,20,4,12,12,6,0,0,0,143,2862,34.6611909650924,"1989/9/16",25.8973305954825,"Premier league","Middle Club",6590
"700",700,"West Brom",96,"James McClean","2015/7/1","Wigan",1790000,"
                                Attacker                            ","Ireland","Derry",37,6,7,6,6,11,1,0,0,487,2924,11.9917864476386,"1989/4/22",26.1902806297057,"Premier league","Middle Club",30600
"701",701,"West Brom",93,"James Chester","2015/7/29","Hull City",9610000,"
                                Defender                            ","Wales","Warrington",28,2,0,0,0,5,0,1,0,1153,2306,NA,"1989/1/23",26.5106091718001,"Premier league","Middle Club",26300
"702",702,"West Brom",94,"Jonny Evans","2015/8/29","Manchester Utd.",7060000,"
                                Defender                            ","Northern Ireland","Belfast",19,0,0,3,3,1,0,0,0,NA,1495,NA,"1988/1/3",27.6522929500342,"Premier league","Middle Club",64400
"703",703,"West Brom",95,"Rickie Lambert","2015/7/31","Liverpool",3570000,"
                                Attacker                            ","England","Kirkby",36,3,2,24,24,2,0,0,0,414,1242,11.006160164271,"1982/2/16",33.45106091718,"Premier league","Middle Club",48400
"704",704,"West Ham",88,"Pedro Obiang","2015/7/1","Sampdoria",5100000,"
                                Midfield                            ","Spain","Alcalá de Henares",36,3,1,2,2,12,0,0,0,972,2916,NA,"1992/3/27",23.2607802874743,"Premier league","Middle Club",32000
"705",705,"West Ham",87,"Michail Antonio","2015/9/1","Nottm Forest",8080000,"
                                Attacker                            ","England","London",49,15,14,0,0,7,0,0,0,277,4156,NA,"1990/3/28",25.429158110883,"Premier league","Middle Club",23100
