"","lon","lat","name","club.to","club.from","transfer.fee","league"
"1224",NA,NA,"Pape Sané","SM Caen","Bourg-en-Bresse",0.765,"Ligue 1"
"1225",NA,NA,"Chaker Alhadhur","SM Caen","FC Nantes",0.043,"Ligue 1"
"1226",NA,NA,"Christian Kouakou","SM Caen","FC Tours",0.425,"Ligue 1"
"1227",NA,NA,"Vincent Bessat","SM Caen","FC Nantes",0,"Ligue 1"
"1228",NA,NA,"Florian Le Joncour","SM Caen","Concarneau",0,"Ligue 1"
"1229",NA,NA,"Jonathan Delaplace","SM Caen","LOSC Lille",0.51,"Ligue 1"
"1230",NA,NA,"Jordan N'Kololo","SM Caen","Clermont Foot",0,"Ligue 1"
"1231",NA,NA,"Jordy Clasie","Southampton","Feyenoord",10.2,"Premier league"
"1232",NA,NA,"Oriol Romeu","Southampton","Chelsea",5.95,"Premier league"
"1233",NA,NA,"Juanmi","Southampton","Málaga CF",5.95,"Premier league"
"1234",NA,NA,"Cuco Martina","Southampton","FC Twente",1.28,"Premier league"
"1235",NA,NA,"Virgil van Dijk","Southampton","Celtic",13.35,"Premier league"
"1236",NA,NA,"Charlie Austin","Southampton","QPR",4.42,"Premier league"
"1237",NA,NA,"Cédric Soares","Southampton","Sporting CP",4.68,"Premier league"
"1238",NA,NA,"Ognjen Vranjes","Sporting Gijón","Gaziantepspor",0,"La Liga"
"1239",NA,NA,"Kevin Wimmer","Spurs","1. FC Köln",5.1,"Premier league"
"1240",NA,NA,"Clinton N'Jie","Spurs","Olympique Lyon",11.99,"Premier league"
"1241",NA,NA,"Toby Alderweireld","Spurs","Atlético Madrid",13.6,"Premier league"
"1242",NA,NA,"Heung-Min Son","Spurs","Bay. Leverkusen",25.5,"Premier league"
"1243",NA,NA,"Kieran Trippier","Spurs","Burnley FC",4.17,"Premier league"
"1244",NA,NA,"Raffaele Maiello","SSC Napoli","Crotone",1.28,"Serie A"
"1245",NA,NA,"Jacopo Dezi","SSC Napoli","Crotone",0.255,"Serie A"
"1246",NA,NA,"Elseid Hysaj","SSC Napoli","FC Empoli",4.25,"Serie A"
"1247",NA,NA,"Mirko Valdifiori","SSC Napoli","FC Empoli",4.68,"Serie A"
"1248",NA,NA,"Allan","SSC Napoli","Udinese Calcio",9.78,"Serie A"
"1249",NA,NA,"Alberto Grassi","SSC Napoli","Atalanta",6.8,"Serie A"
"1250",NA,NA,"Vlad Chiriches","SSC Napoli","Spurs",5.95,"Serie A"
"1251",NA,NA,"Eddy Gnahoré","SSC Napoli","Carrarese",0.128,"Serie A"
"1252",NA,NA,"Ibrahim Afellay","Stoke City","FC Barcelona",0,"Premier league"
"1253",NA,NA,"Philipp Wollscheid","Stoke City","Bay. Leverkusen",3.23,"Premier league"
"1254",NA,NA,"Glen Johnson","Stoke City","Liverpool",0,"Premier league"
"1255",NA,NA,"Xherdan Shaqiri","Stoke City","Inter",14.45,"Premier league"
"1256",NA,NA,"Giannelli Imbula","Stoke City","FC Porto",20.61,"Premier league"
"1257",NA,NA,"Joselu","Stoke City","Hannover 96",6.8,"Premier league"
"1258",NA,NA,"Jeremain Lens","Sunderland","Dynamo Kyiv",9.69,"Premier league"
"1259",NA,NA,"Wahbi Khazri","Sunderland","G. Bordeaux",10.03,"Premier league"
"1260",NA,NA,"Fabio Borini","Sunderland","Liverpool",9.1,"Premier league"
"1261",NA,NA,"Ricardo Álvarez","Sunderland","Inter",8.93,"Premier league"
"1262",NA,NA,"Lamine Koné","Sunderland","FC Lorient",5.53,"Premier league"
"1263",NA,NA,"Younès Kaboul","Sunderland","Spurs",3.66,"Premier league"
"1264",NA,NA,"Santiago Vergini","Sunderland","Estudiantes",2.42,"Premier league"
"1265",NA,NA,"Jan Kirchhoff","Sunderland","Bayern Munich ",0.85,"Premier league"
"1266",NA,NA,"Sebastián Coates","Sunderland","Liverpool",2.38,"Premier league"
"1267",NA,NA,"Adam Matthews","Sunderland","Celtic",2.38,"Premier league"
"1268",NA,NA,"Sandro Wagner","SV Darmstadt 98","Hertha BSC",0,"Bundesliga"
"1269",NA,NA,"Mario Vrancic","SV Darmstadt 98","SC Paderborn",0.425,"Bundesliga"
"1270",NA,NA,"Fabian Holland","SV Darmstadt 98","Hertha BSC",0.298,"Bundesliga"
"1271",NA,NA,"Peter Niemeyer","SV Darmstadt 98","Hertha BSC",0,"Bundesliga"
"1272",NA,NA,"Júnior Díaz","SV Darmstadt 98","1.FSV Mainz 05",0,"Bundesliga"
"1273",NA,NA,"Jan Rosenthal","SV Darmstadt 98","E. Frankfurt",0,"Bundesliga"
"1274",NA,NA,"Konstantin Rausch","SV Darmstadt 98","VfB Stuttgart",0,"Bundesliga"
"1275",NA,NA,"André Ayew","Swansea","Marseille",0,"Premier league"
"1276",NA,NA,"Alberto Paloschi","Swansea","Chievo Verona",8.08,"Premier league"
"1277",NA,NA,"Botti Biabi","Swansea","Falkirk FC",0.179,"Premier league"
"1278",NA,NA,"Éder","Swansea","Braga",5.7,"Premier league"
"1279",NA,NA,"Franck Tabanou","Swansea","Saint-Étienne",4.17,"Premier league"
"1280",NA,NA,"Andrea Belotti","Torino","US Palermo",7.14,"Serie A"
"1281",NA,NA,"Danilo Avelar","Torino","Cagliari Calcio",2.13,"Serie A"
"1282",NA,NA,"Daniele Baselli","Torino","Atalanta",5.1,"Serie A"
"1283",NA,NA,"Joel Obi","Torino","Inter",1.87,"Serie A"
"1284",NA,NA,"Davide Zappacosta","Torino","Atalanta",3.66,"Serie A"
"1285",NA,NA,"Afriyie Acquah","Torino","TSG Hoffenheim",2.64,"Serie A"
"1286",NA,NA,"Somália","Toulouse","Ferencváros",2.04,"Ligue 1"
"1287",NA,NA,"Christian Bekamenga","Troyes","Stade Laval",0.255,"Ligue 1"
"1288",NA,NA,"Fabien Camus","Troyes","KRC Genk",0,"Ligue 1"
"1289",NA,NA,"Johan Martial","Troyes","Stade Brest 29",0,"Ligue 1"
"1290",NA,NA,"Lossémy Karaboué","Troyes","AS Nancy",0,"Ligue 1"
"1291",NA,NA,"Charles Traoré","Troyes","FC Nantes B",0,"Ligue 1"
"1292",NA,NA,"Pavel Kaderábek","TSG Hoffenheim","Sparta Praha",2.98,"Bundesliga"
"1293",NA,NA,"Jonathan Schmid","TSG Hoffenheim","SC Freiburg",3.15,"Bundesliga"
"1294",NA,NA,"Fabian Schär","TSG Hoffenheim","FC Basel",3.4,"Bundesliga"
"1295",NA,NA,"Eduardo Vargas","TSG Hoffenheim","SSC Napoli",5.1,"Bundesliga"
"1296",NA,NA,"Felipe Pires","TSG Hoffenheim","RB Salzburg",0.85,"Bundesliga"
"1297",NA,NA,"Mark Uth","TSG Hoffenheim","SC Heerenveen",1.87,"Bundesliga"
"1298",NA,NA,"Joelinton","TSG Hoffenheim","Sport",1.87,"Bundesliga"
"1299",NA,NA,"Antonio Colak","TSG Hoffenheim","1.FC Nuremberg",0.425,"Bundesliga"
"1300",NA,NA,"Kevin Kuranyi","TSG Hoffenheim","Dinamo Moscow",0,"Bundesliga"
"1301",NA,NA,"Javier Garrido","UD Las Palmas","Norwich",0,"La Liga"
"1302",NA,NA,"Antolín Alcaraz","UD Las Palmas","Everton",0,"La Liga"
"1303",NA,NA,"Ángel Montoro","UD Las Palmas","UD Almería",0,"La Liga"
"1304",NA,NA,"Alfredo Ortuño","UD Las Palmas","Granada CF",0.85,"La Liga"
"1305",NA,NA,"Jonathan Viera","UD Las Palmas","Standard Liège",0.765,"La Liga"
"1306",NA,NA,"Sergio Araujo","UD Las Palmas","Boca Juniors",2.13,"La Liga"
"1307",NA,NA,"Nabil El Zhar","UD Las Palmas","Levante UD",0,"La Liga"
"1308",NA,NA,"Pedro Bigas","UD Las Palmas","RCD Mallorca",0,"La Liga"
"1309",NA,NA,"Marquinho","Udinese Calcio","AS Roma",0.425,"Serie A"
"1310",NA,NA,"Manuel Iturra","Udinese Calcio","Granada CF",0,"Serie A"
"1311",NA,NA,"Emil Hallfredsson","Udinese Calcio","Hellas Verona",0.85,"Serie A"
"1312",NA,NA,"Iván Piris","Udinese Calcio","Maldonado",2.98,"Serie A"
"1313",NA,NA,"Emanuel Insúa","Udinese Calcio","Granada CF",0,"Serie A"
"1314",NA,NA,"Adalberto Peñaranda","Udinese Calcio","Dep. La Guaira",0.655,"Serie A"
"1315",NA,NA,"Felipe","Udinese Calcio","Inter",0,"Serie A"
"1316",NA,NA,"Gaspar Íñiguez","Udinese Calcio","Granada CF",1.02,"Serie A"
"1317",NA,NA,"Ryder Matos","Udinese Calcio","Fiorentina",2.55,"Serie A"
"1318",NA,NA,"Andrija Balic","Udinese Calcio","Hajduk Split",2.55,"Serie A"
"1319",NA,NA,"Samir","Udinese Calcio","Flamengo",3.4,"Serie A"
"1320",NA,NA,"Ali Adnan","Udinese Calcio","Rizespor",1.87,"Serie A"
"1321",NA,NA,"Abdelhamid El Kaoutari","US Palermo","Montpellier",1.7,"Serie A"
"1322",NA,NA,"Norbert Balogh","US Palermo","Debreceni VSC",1.87,"Serie A"
"1323",NA,NA,"Aleksandar Trajkovski","US Palermo","Zulte Waregem",0.765,"Serie A"
"1324",NA,NA,"Edoardo Goldaniga","US Palermo","Juventus",1.7,"Serie A"
"1325",NA,NA,"Oscar Hiljemark","US Palermo","PSV Eindhoven",2.13,"Serie A"
"1326",NA,NA,"Matheus Cassini","US Palermo","Corinthians",1.02,"Serie A"
"1327",NA,NA,"Ahmad Benali","US Palermo","Brescia",0,"Serie A"
"1328",NA,NA,"Andrea Rispoli","US Palermo","Parma",0,"Serie A"
"1329",NA,NA,"Manuel Arteaga","US Palermo","Zulia FC",0.68,"Serie A"
"1330",NA,NA,"Thiago Cionek","US Palermo","Modena FC",0.298,"Serie A"
"1331",NA,NA,"Alberto Gilardino","US Palermo","GZ Evergrande",0,"Serie A"
"1332",NA,NA,"Uros Djurdjevic","US Palermo","Vitesse",0,"Serie A"
"1333",NA,NA,"Nicolas Viola","US Palermo","Ternana",0,"Serie A"
"1334",NA,NA,"Aymen Abdennour","Valencia CF","Monaco",18.57,"La Liga"
"1335",NA,NA,"André Gomes","Valencia CF","Benfica",17,"La Liga"
"1336",NA,NA,"Álvaro Negredo","Valencia CF","Manchester City",23.8,"La Liga"
"1337",NA,NA,"Santi Mina","Valencia CF","Celta de Vigo",8.5,"La Liga"
"1338",NA,NA,"João Cancelo","Valencia CF","Benfica",12.75,"La Liga"
"1339",NA,NA,"Zakaria Bakkali","Valencia CF","PSV U21",0,"La Liga"
"1340",NA,NA,"Aderlan Santos","Valencia CF","Braga",8.08,"La Liga"
"1341",NA,NA,"Lukas Rupp","VfB Stuttgart","SC Paderborn",0,"Bundesliga"
"1342",NA,NA,"Philip Heise","VfB Stuttgart","1.FC Heidenheim",0.638,"Bundesliga"
"1343",NA,NA,"Kevin Großkreutz","VfB Stuttgart","Galatasaray",1.85,"Bundesliga"
"1344",NA,NA,"Joshua Kimmich","VfB Stuttgart","RB Leipzig",1.28,"Bundesliga"
"1345",NA,NA,"Emiliano Insúa","VfB Stuttgart","Atlético Madrid",0,"Bundesliga"
"1346",NA,NA,"Toni Sunjic","VfB Stuttgart","Kuban Krasnodar",2.55,"Bundesliga"
"1347",NA,NA,"Jan Kliment","VfB Stuttgart","FC Vysocina",0.85,"Bundesliga"
"1348",NA,NA,"Julian Draxler","VfL Wolfsburg","FC Schalke 04",28.9,"Bundesliga"
"1349",NA,NA,"Bruno Henrique","VfL Wolfsburg","Goiás EC",3.83,"Bundesliga"
"1350",NA,NA,"Max Kruse","VfL Wolfsburg","Bor. M'gladbach",10.2,"Bundesliga"
"1351",NA,NA,"Carlos Ascues","VfL Wolfsburg","FBC Melgar",1.28,"Bundesliga"
"1352",NA,NA,"Francisco Rodríguez","VfL Wolfsburg","FC Zürich",1.02,"Bundesliga"
"1353",NA,NA,"Dante","VfL Wolfsburg","Bayern Munich ",3.83,"Bundesliga"
"1354",NA,NA,"Ismail Azzaoui","VfL Wolfsburg","Tottenham U21",0.85,"Bundesliga"
"1355",NA,NA,"Cédric Bakambu","Villarreal CF","Bursaspor",6.38,"La Liga"
"1356",NA,NA,"Samu García","Villarreal CF","Málaga CF",6.8,"La Liga"
"1357",NA,NA,"Samu Castillejo","Villarreal CF","Málaga CF",6.8,"La Liga"
"1358",NA,NA,"Daniele Bonera","Villarreal CF","AC Milan",0,"La Liga"
"1359",NA,NA,"Denis Suárez","Villarreal CF","FC Barcelona",3.4,"La Liga"
"1360",NA,NA,"Víctor Ruiz","Villarreal CF","Valencia CF",2.3,"La Liga"
"1361",NA,NA,"Adalberto Peñaranda","Watford","Udinese Calcio",9.01,"Premier league"
"1362",NA,NA,"Abdoulaye Doucouré","Watford","Rennes",9.01,"Premier league"
"1363",NA,NA,"Étienne Capoue","Watford","Spurs",7.57,"Premier league"
"1364",NA,NA,"José Manuel Jurado","Watford","Spartak Moscow",7.31,"Premier league"
"1365",NA,NA,"Matej Vydra","Watford","Udinese Calcio",7.14,"Premier league"
"1366",NA,NA,"Nordin Amrabat","Watford","Málaga CF",7.14,"Premier league"
"1367",NA,NA,"Obbi Oulare","Watford","Club Brugge",7,"Premier league"
"1368",NA,NA,"Steven Berghuis","Watford","AZ Alkmaar",5.53,"Premier league"
"1369",NA,NA,"Mario Suárez","Watford","Fiorentina",4.51,"Premier league"
"1370",NA,NA,"Valon Behrami","Watford","Hamburger SV",2.98,"Premier league"
"1371",NA,NA,"José Holebas","Watford","AS Roma",2.13,"Premier league"
"1372",NA,NA,"Miguel Britos","Watford","SSC Napoli",0,"Premier league"
"1373",NA,NA,"Sebastian Prödl","Watford","Werder Bremen",0,"Premier league"
"1374",NA,NA,"Allan Nyom","Watford","Udinese Calcio",0,"Premier league"
"1375",NA,NA,"Adlène Guédioura","Watford","Crystal Palace",0,"Premier league"
"1376",NA,NA,"Milos Veljkovic","Werder Bremen","Spurs",0.281,"Bundesliga"
"1377",NA,NA,"László Kleinheisler","Werder Bremen","Videoton FC",0.213,"Bundesliga"
"1378",NA,NA,"Anthony Ujah","Werder Bremen","1. FC Köln",3.83,"Bundesliga"
"1379",NA,NA,"Aron Jóhannsson","Werder Bremen","AZ Alkmaar",3.57,"Bundesliga"
"1380",NA,NA,"Sambou Yatabaré","Werder Bremen","Olympiacos",2.13,"Bundesliga"
"1381",NA,NA,"Ulisses  Garcia","Werder Bremen","Grasshoppers",0.51,"Bundesliga"
"1382",NA,NA,"José Salomón Rondón","West Brom","Zenit S-Pb",14.45,"Premier league"
"1383",NA,NA,"Rickie Lambert","West Brom","Liverpool",3.57,"Premier league"
"1384",NA,NA,"Jonny Evans","West Brom","Manchester Utd.",7.06,"Premier league"
"1385",NA,NA,"James McClean","West Brom","Wigan",1.79,"Premier league"
"1386",NA,NA,"James Chester","West Brom","Hull City",9.61,"Premier league"
"1387",NA,NA,"Dimitri Payet","West Ham","Marseille",12.75,"Premier league"
"1388",NA,NA,"Angelo Ogbonna","West Ham","Juventus",9.35,"Premier league"
"1389",NA,NA,"Nikica Jelavic","West Ham","Hull City",3.49,"Premier league"
"1390",NA,NA,"Michail Antonio","West Ham","Nottm Forest",8.08,"Premier league"
"1391",NA,NA,"Pedro Obiang","West Ham","Sampdoria",5.1,"Premier league"
"1392",NA,NA,"Sam Byram","West Ham","Leeds",4.08,"Premier league"
